epoch,train_loss,valid_loss
1,0.0005793097501104374,0.0004013807997812069
2,0.0003102554198172267,0.0004011018779989458
3,0.000310078317694285,0.0004009845327334081
4,0.00030995403257016416,0.00040081675054845034
5,0.0003098095797569208,0.0004005167266285345
6,0.00030970041128887757,0.0004001617446723846
7,0.0003095741143308418,0.0003998599762639368
8,0.00030946352281202767,0.00039966204316603456
9,0.00030934115423841157,0.000399458984259528
10,0.00030921059445498266,0.0003989429439827252
11,0.00030913418032350426,0.00039898553805248774
12,0.00030899750810298746,0.00039864389766282635
13,0.0003089011283642005,0.000398081617500713
14,0.0003087643795879558,0.00039800106514461473
15,0.0003086409792202808,0.0003971168340787421
16,0.00030857963328067536,0.00039708790166405225
17,0.0003084109063543703,0.00039659685595455754
18,0.00030825708957348506,0.0003962514724843839
19,0.0003081190294798707,0.00039688337611254427
20,0.00030804071309672586,0.0003956842157214543
21,0.0003078124928794315,0.00039591800446968925
22,0.0003077158107138846,0.0003954794423066923
23,0.0003074235437215184,0.0003953945520831833
24,0.0003072669291767575,0.00039405239306516016
25,0.0003070269860630936,0.0003952874926630899
26,0.0003068415612569484,0.00039490214157571375
27,0.00030643373155844923,0.0003943062941557104
28,0.0003060058360342341,0.0003942889320467035
29,0.0003055602420911031,0.0003967074579025573
30,0.00030496562603334694,0.000395667865876811
31,0.00030430983903858324,0.0003955639780706619
32,0.0003035289172143878,0.0003960303637680101
