epoch,train_loss,valid_loss
1,0.00841143064136649,0.0015031551891630148
2,0.0023121735590895445,0.0007993796940856121
3,0.0013194868264816187,0.0006587505931933285
4,0.0009163823059021399,0.0006020199842615063
5,0.0007146171400532255,0.000571720362665207
6,0.0005984657167071669,0.0005527688930427211
7,0.0005267503689412542,0.0005397027880405793
8,0.0004794763261653033,0.0005300886360158197
9,0.00044805797093933254,0.0005227139565772669
10,0.00042594034537865686,0.00051720572315032
11,0.00041111539206307,0.0005129709638424984
12,0.0004002290229907195,0.0005098237882964204
13,0.000392427309697237,0.0005075058356678284
14,0.00038745619731971287,0.0005059272151880516
15,0.0003832984732761016,0.0005048569741997448
16,0.00038038035714195976,0.0005040441594904943
17,0.0003782993926192987,0.0005035948668944837
18,0.00037675032117163185,0.0005032735705579333
19,0.00037547242918035723,0.0005028712652812313
20,0.00037466074492589665,0.0005026677051614212
21,0.0003737664534630061,0.0005025753907793336
22,0.00037322884248890755,0.0005024708571705185
23,0.0003726248587240818,0.0005024710161316985
24,0.00037217474540551034,0.0005025033491791278
25,0.0003720090427468049,0.000502461258769238
26,0.0003717015713156233,0.000502406427182974
27,0.00037145658480485194,0.0005025432511577641
28,0.00037135997564323117,0.0005024534647189691
29,0.0003711611548326267,0.0005025391375310641
30,0.0003709601236362781,0.0005026115889029513
31,0.00037083296900101265,0.0005025085831448635
32,0.00037076751749705653,0.0005026098212759467
33,0.0003707913399858657,0.0005025585851714612
34,0.0003706147444659266,0.0005026834578427971
